"order_id";"tanggal_order";"Waktu_Pesan";"user_id";"No_Resi";"product_id";"Jumlah_Pesanan";"Diskon";"Total_Harga";"Profit";"Kota";"Media_Pemesanan";"admin_id";"Ekspedisi";"Rating"
"odr16516";"2020-06-06";"05:14:56";"user247";"55312-217";"prod_001";22;25;1402500.0;302500.0;"Bogor";"Instagram";"adm002";"SiCepat";"3"
"odr16518";"2020-06-01";"05:56:14";"user157";"49884-545";"prod_007";6;26;488400.0;-21600.0;"Yogyakarta";"Tiktok";"adm001";"JNT";"1"
"odr16519";"2020-06-29";"03:43:54";"user247";"62584-693";"prod_003";23;0;2875000.0;920000.0;"Bali";"Instagram";"adm004";"POS Indonesia";"1"
"odr16520";"2020-06-06";"15:05:49";"user793";"63629-4698";"prod_003";10;0;1250000.0;400000.0;"Bogor";"Lazada";"adm006";"Tiki";""
"odr16521";"2020-06-21";"18:33:17";"user719";"58118-0651";"prod_003";4;0;500000.0;160000.0;"Jakarta";"Website";"adm002";"JNT";""
"odr16522";"2020-06-07";"11:02:32";"user500";"64778-0377";"prod_007";11;0;1210000.0;275000.0;"Bandung";"Whatsapp";"adm006";"JNE";"3"
"odr16523";"2020-06-17";"11:40:03";"user157";"42792-103";"prod_003";23;0;2875000.0;920000.0;"Tangerang";"Instagram";"adm001";"unknown";"1"
"odr16524";"2020-06-27";"21:26:18";"user407";"75887-001";"prod_005";18;7;1925100.0;215100.0;"Semarang";"Shopee";"adm004";"Shopee Express";"2"
"odr16525";"2020-06-07";"21:55:35";"user452";"52125-672";"prod_007";16;12;1548800.0;188800.0;"Depok";"Lazada";"adm002";"Tiki";"2"
"odr16526";"2020-06-07";"06:01:15";"user159";"17856-0067";"prod_002";24;0;480000.0;120000.0;"Bandung";"Tiktok";"adm007";"Tiki";""
"odr16527";"2020-06-08";"21:36:18";"user434";"0228-3508";"prod_003";20;19;2025000.0;325000.0;"Tangerang";"FB Marketplace";"adm001";"JNE";"2"
"odr16528";"2020-06-05";"22:18:54";"user705";"11822-0137";"prod_004";3;20;600000.0;30000.0;"Jakarta";"Shopee";"adm005";"Shopee Express";"3"
"odr16529";"2020-06-11";"21:32:27";"user982";"0009-3073";"prod_006";2;0;50000.0;26000.0;"Bogor";"Website";"adm004";"Tiki";"1"
"odr1653";"2018-03-08";"09:43:49";"user051";"43269-862";"prod_001";16;0;1360000.0;560000.0;"Jakarta";"Tiktok";"adm002";"Wahana";"2"
"odr16530";"2020-06-05";"03:21:47";"user643";"52343-043";"prod_007";6;0;660000.0;150000.0;"Bandung";"Lazada";"adm005";"Tiki";"3"
"odr16531";"2020-06-27";"15:25:43";"user325";"49349-764";"prod_007";5;0;550000.0;125000.0;"Yogyakarta";"Whatsapp";"adm001";"Tiki";"5"
"odr16532";"2020-06-27";"12:49:18";"user185";"0299-3822";"prod_003";25;35;2031250.0;-93750.0;"Bogor";"Tiktok";"adm004";"JNE";"1"
"odr16533";"2020-06-18";"23:11:34";"user558";"0187-2047";"prod_007";12;0;1320000.0;300000.0;"Depok";"Tiktok";"adm006";"SiCepat";"4"
"odr16534";"2020-06-23";"05:13:03";"user015";"52751-001";"prod_005";10;0;1150000.0;200000.0;"Bandung";"Whatsapp";"adm004";"Tiki";"2"
"odr16535";"2020-06-13";"20:46:51";"user020";"49348-610";"prod_003";17;0;2125000.0;680000.0;"Jakarta";"Tiktok";"adm003";"Shopee Express";"3"
"odr16536";"2020-06-22";"10:04:31";"user393";"63354-111";"prod_002";7;0;140000.0;35000.0;"Bandung";"Tokopedia";"adm001";"POS Indonesia";"1"
"odr16537";"2020-06-02";"11:23:48";"user457";"55154-6992";"prod_007";8;7;818400.0;138400.0;"Bali";"Lazada";"adm005";"SiCepat";"2"
"odr16538";"2020-06-07";"23:21:07";"user405";"10237-900";"prod_002";12;0;240000.0;60000.0;"Bali";"Lazada";"adm007";"POS Indonesia";"4"
"odr1654";"2018-03-21";"07:43:24";"user587";"62011-0195";"prod_006";24;6;564000.0;276000.0;"Bandung";"Whatsapp";"adm003";"POS Indonesia";"5"
"odr16540";"2020-06-01";"18:05:29";"user261";"60512-6473";"prod_006";9;14;193500.0;85500.0;"Semarang";"Tokopedia";"adm006";"Wahana";"2"
"odr16541";"2020-06-05";"12:53:53";"user798";"52544-967";"prod_003";8;0;1000000.0;320000.0;"Semarang";"Instagram";"adm005";"SiCepat";"2"
"odr16542";"2020-06-17";"08:41:09";"user879";"11822-7208";"prod_005";21;27;1762950.0;-232050.0;"Depok";"Tiktok";"adm007";"POS Indonesia";""
"odr16543";"2020-06-09";"10:02:02";"user947";"10812-431";"prod_005";24;0;2760000.0;480000.0;"Bandung";"Tiktok";"adm005";"Shopee Express";"1"
"odr16544";"2020-06-22";"06:03:58";"user402";"10356-351";"prod_002";18;25;270000.0;0.0;"Bogor";"Whatsapp";"adm003";"JNT";"4"
"odr16545";"2020-06-25";"07:33:14";"user815";"0173-0242";"prod_005";18;0;2070000.0;360000.0;"Bogor";"Instagram";"adm003";"Shopee Express";"5"
"odr16546";"2020-06-03";"00:22:59";"user301";"61919-081";"prod_002";20;32;272000.0;-28000.0;"Tangerang";"Lazada";"adm002";"JNE";"3"
"odr16547";"2020-06-25";"15:11:02";"user977";"62756-542";"prod_003";11;33;921250.0;-13750.0;"Tangerang";"Tiktok";"adm002";"Wahana";"1"
"odr16548";"2020-06-21";"09:44:17";"user286";"54868-5835";"prod_005";19;0;2185000.0;380000.0;"Bandung";"Website";"adm001";"Shopee Express";"1"
"odr16549";"2020-06-26";"17:32:58";"user1052";"35356-571";"prod_006";22;0;550000.0;286000.0;"Semarang";"Tiktok";"adm007";"POS Indonesia";"2"
"odr1655";"2018-03-02";"19:34:52";"user356";"55319-375";"prod_001";6;0;510000.0;210000.0;"Depok";"FB Marketplace";"adm002";"POS Indonesia";"3"
"odr16550";"2020-06-22";"02:05:10";"user973";"53808-0315";"prod_003";18;0;2250000.0;720000.0;"Bandung";"FB Marketplace";"adm004";"SiCepat";"1"
"odr16551";"2020-06-28";"20:30:24";"user982";"60512-6075";"prod_005";25;20;2300000.0;-75000.0;"Yogyakarta";"Instagram";"adm005";"JNT";""
"odr16552";"2020-06-12";"19:06:44";"user264";"51346-073";"prod_002";23;24;349600.0;4600.0;"Depok";"Tiktok";"adm002";"JNE";"1"
"odr16553";"2020-06-15";"08:33:13";"user710";"66993-413";"prod_006";17;15;361250.0;157250.0;"Bali";"Tokopedia";"adm007";"JNE";"3"
"odr16554";"2020-06-17";"22:25:34";"user293";"27293-024";"prod_003";1;15;106250.0;21250.0;"Semarang";"Whatsapp";"adm003";"JNE";"4"
"odr16555";"2020-06-17";"11:07:02";"user766";"43353-917";"prod_001";14;0;1190000.0;490000.0;"Bali";"Shopee";"adm005";"POS Indonesia";"1"
"odr16556";"2020-06-27";"06:03:31";"user013";"10812-458";"prod_006";5;0;125000.0;65000.0;"Semarang";"Lazada";"adm002";"JNE";"2"
"odr16557";"2020-06-11";"02:50:17";"user236";"55289-203";"prod_006";20;0;500000.0;260000.0;"Semarang";"Shopee";"adm007";"Shopee Express";"2"
"odr16558";"2020-06-29";"05:53:47";"user718";"36800-124";"prod_007";11;0;1210000.0;275000.0;"Jakarta";"Tiktok";"adm002";"POS Indonesia";"4"
"odr1656";"2018-03-04";"00:09:59";"user1070";"54868-4271";"prod_005";9;6;972900.0;117900.0;"Bogor";"Website";"adm007";"POS Indonesia";"1"
"odr16560";"2020-06-01";"17:24:30";"user321";"47682-247";"prod_006";21;0;525000.0;273000.0;"Tangerang";"Lazada";"adm007";"JNE";"2"
"odr16561";"2020-06-17";"19:35:32";"user020";"49349-790";"prod_007";23;5;2403500.0;448500.0;"Jakarta";"Tiktok";"adm007";"JNE";"4"
"odr16562";"2020-06-04";"07:07:39";"user017";"11084-539";"prod_004";3;0;750000.0;180000.0;"Bogor";"FB Marketplace";"adm001";"Tiki";"2"
"odr16563";"2020-06-16";"03:50:43";"user1018";"49967-790";"prod_002";18;0;360000.0;90000.0;"Yogyakarta";"Instagram";"adm001";"POS Indonesia";"2"
"odr16564";"2020-06-01";"14:56:07";"user442";"24385-374";"prod_002";9;8;165600.0;30600.0;"Semarang";"Whatsapp";"adm006";"POS Indonesia";"1"
"odr16565";"2020-06-23";"02:15:15";"user1024";"68428-039";"prod_007";6;11;587400.0;77400.0;"Bandung";"Instagram";"adm003";"Shopee Express";"2"
"odr16566";"2020-06-06";"02:52:11";"user469";"58411-132";"prod_001";21;32;1213800.0;163800.0;"Depok";"Tiktok";"adm006";"Wahana";"3"
"odr16567";"2020-06-28";"19:15:59";"user705";"0023-4963";"prod_004";1;13;217500.0;27500.0;"Yogyakarta";"FB Marketplace";"adm003";"Shopee Express";"1"
"odr1657";"2018-03-11";"20:13:30";"user402";"0268-6316";"prod_001";6;0;510000.0;210000.0;"Depok";"Instagram";"adm004";"POS Indonesia";"3"
"odr16570";"2020-06-04";"22:01:38";"user946";"49726-036";"prod_007";20;0;2200000.0;500000.0;"Bogor";"Website";"adm002";"JNT";"5"
"odr16571";"2020-06-12";"10:29:44";"user979";"37205-402";"prod_003";14;0;1750000.0;560000.0;"Jakarta";"Shopee";"adm002";"SiCepat";"5"
"odr16572";"2020-06-18";"08:59:28";"user1052";"0406-1142";"prod_003";16;9;1820000.0;460000.0;"Bogor";"Shopee";"adm006";"POS Indonesia";"3"
"odr16573";"2020-06-08";"17:42:05";"user844";"57337-046";"prod_005";20;20;1840000.0;-60000.0;"Depok";"Shopee";"adm006";"SiCepat";"5"
"odr16574";"2020-06-14";"01:52:56";"user316";"69020-206";"prod_005";4;0;460000.0;80000.0;"Tangerang";"Tiktok";"adm002";"POS Indonesia";"4"
"odr16575";"2020-06-13";"21:34:18";"user509";"59630-912";"prod_003";22;8;2530000.0;660000.0;"Jakarta";"Lazada";"adm005";"Tiki";"2"
"odr16576";"2020-06-29";"23:01:14";"user535";"53014-850";"prod_003";25;0;3125000.0;1000000.0;"Depok";"FB Marketplace";"adm002";"JNE";"4"
"odr16577";"2020-06-28";"18:51:09";"user812";"46122-241";"prod_003";7;0;875000.0;280000.0;"Tangerang";"Website";"adm005";"JNE";"4"
"odr16578";"2020-06-21";"13:13:26";"user378";"23155-258";"prod_001";17;26;1069300.0;219300.0;"Jakarta";"Tiktok";"adm005";"JNE";"3"
"odr16579";"2020-06-11";"17:12:05";"user413";"37000-757";"prod_001";2;0;170000.0;70000.0;"Tangerang";"Shopee";"adm006";"Wahana";"1"
"odr1658";"2018-03-07";"02:09:50";"user325";"52125-586";"prod_003";17;0;2125000.0;680000.0;"Yogyakarta";"Website";"adm001";"JNE";"1"
"odr16580";"2020-06-26";"16:31:47";"user848";"50390-709";"prod_005";24;0;2760000.0;480000.0;"Jakarta";"Whatsapp";"adm006";"POS Indonesia";"3"
"odr16581";"2020-06-09";"22:21:22";"user354";"55154-6669";"prod_001";16;0;1360000.0;560000.0;"Jakarta";"Whatsapp";"adm004";"Shopee Express";"3"
"odr16582";"2020-06-09";"07:46:42";"user092";"52118-001";"prod_005";23;0;2645000.0;460000.0;"Depok";"Tokopedia";"adm003";"JNE";"5"
"odr16583";"2020-06-26";"15:08:45";"user987";"50383-667";"prod_005";17;0;1955000.0;340000.0;"Bogor";"Shopee";"adm003";"SiCepat";"5"
"odr16584";"2020-06-26";"14:23:31";"user277";"54868-0066";"prod_001";11;0;935000.0;385000.0;"Yogyakarta";"FB Marketplace";"adm006";"POS Indonesia";"4"
"odr16585";"2020-06-04";"01:53:37";"user889";"76237-278";"prod_007";8;0;880000.0;200000.0;"Depok";"Tiktok";"adm005";"Wahana";"3"
"odr16586";"2020-06-15";"22:11:34";"user577";"0093-5503";"prod_005";20;31;1587000.0;-313000.0;"Bandung";"Tokopedia";"adm004";"SiCepat";"4"
"odr16587";"2020-06-18";"08:01:13";"user181";"37000-133";"prod_003";16;0;2000000.0;640000.0;"Jakarta";"Instagram";"adm005";"Shopee Express";""
"odr16588";"2020-06-13";"13:02:53";"user925";"0283-0871";"prod_007";20;0;2200000.0;500000.0;"Bogor";"Website";"adm004";"JNE";"2"
"odr16589";"2020-06-09";"13:10:02";"user1080";"48951-5077";"prod_003";19;33;1591250.0;-23750.0;"Bogor";"Lazada";"adm001";"JNT";"4"
"odr1659";"2018-03-08";"12:26:30";"user049";"49035-453";"prod_007";5;0;550000.0;125000.0;"Bandung";"Whatsapp";"adm001";"JNE";"5"
"odr16590";"2020-06-20";"14:39:32";"user989";"49288-0601";"prod_007";12;0;1320000.0;300000.0;"Bogor";"Instagram";"adm001";"Shopee Express";"2"
"odr16591";"2020-06-02";"03:29:29";"user272";"41415-056";"prod_003";15;33;1256250.0;-18750.0;"Bogor";"Website";"adm001";"Wahana";"4"
"odr16592";"2020-06-13";"16:36:35";"user567";"55316-340";"prod_007";22;0;2420000.0;550000.0;"Semarang";"Tiktok";"adm007";"Wahana";"4"
"odr16593";"2020-06-19";"08:57:48";"user046";"41167-7449";"prod_003";8;22;780000.0;100000.0;"Depok";"Website";"adm007";"JNT";""
"odr16594";"2020-06-05";"20:22:24";"user999";"13537-244";"prod_003";24;22;2340000.0;300000.0;"Depok";"Instagram";"adm001";"POS Indonesia";"4"
"odr16595";"2020-06-10";"17:36:30";"user487";"62296-0034";"prod_007";16;25;1320000.0;-40000.0;"Depok";"Whatsapp";"adm002";"Tiki";"4"
"odr16596";"2020-06-17";"13:50:01";"user377";"0338-0811";"prod_003";14;0;1750000.0;560000.0;"Semarang";"FB Marketplace";"adm004";"JNT";""
"odr16597";"2020-06-11";"21:31:31";"user165";"41250-281";"prod_005";6;26;510600.0;-59400.0;"Bandung";"Whatsapp";"adm004";"JNT";"2"
"odr16598";"2020-06-23";"21:06:48";"user742";"50991-216";"prod_002";25;0;500000.0;125000.0;"Bali";"Lazada";"adm001";"Tiki";"5"
"odr16599";"2020-06-19";"00:37:26";"user489";"37000-320";"prod_004";25;26;4625000.0;-125000.0;"Semarang";"Instagram";"adm003";"JNT";"2"
"odr166";"2018-01-05";"00:54:03";"user495";"54569-0554";"prod_007";22;0;2420000.0;550000.0;"Tangerang";"Shopee";"adm005";"Wahana";"5"
"odr16600";"2020-06-11";"12:10:06";"user834";"43598-003";"prod_006";19;19;384750.0;156750.0;"Bandung";"Whatsapp";"adm005";"Tiki";"1"
"odr16601";"2020-06-11";"16:31:59";"user596";"53208-414";"prod_001";4;0;340000.0;140000.0;"Bandung";"FB Marketplace";"adm005";"JNE";"3"
"odr16602";"2020-06-21";"12:18:44";"user115";"24488-022";"prod_005";7;16;676200.0;11200.0;"Depok";"Tiktok";"adm002";"Tiki";"3"
"odr16603";"2020-06-07";"08:51:12";"user746";"54868-3933";"prod_003";9;15;956250.0;191250.0;"Bali";"Lazada";"adm003";"Wahana";""
"odr16604";"2020-06-14";"04:35:31";"user658";"68428-007";"prod_005";8;0;920000.0;160000.0;"Bandung";"Tokopedia";"adm002";"POS Indonesia";"2"
"odr16605";"2020-06-03";"15:09:44";"user615";"33261-357";"prod_007";1;0;110000.0;25000.0;"Bandung";"Whatsapp";"adm002";"POS Indonesia";"3"
"odr16606";"2020-06-17";"15:08:31";"user1003";"0056-0176";"prod_004";11;0;2750000.0;660000.0;"Bali";"Lazada";"adm001";"Tiki";"2"
"odr16607";"2020-06-17";"05:15:45";"user830";"0031-8738";"prod_006";19;0;475000.0;247000.0;"Bali";"Whatsapp";"adm005";"JNT";"4"
"odr16608";"2020-06-08";"04:46:03";"user005";"63323-373";"prod_003";1;9;113750.0;28750.0;"Semarang";"Whatsapp";"adm002";"Shopee Express";"2"
"odr16609";"2020-06-06";"03:32:27";"user739";"10578-027";"prod_007";6;11;587400.0;77400.0;"Jakarta";"Instagram";"adm001";"unknown";"2"
"odr1661";"2018-03-16";"11:03:28";"user126";"0228-3262";"prod_003";23;0;2875000.0;920000.0;"Yogyakarta";"FB Marketplace";"adm004";"Shopee Express";"3"
"odr16610";"2020-06-10";"19:56:18";"user102";"62011-0050";"prod_003";10;31;862500.0;12500.0;"Yogyakarta";"FB Marketplace";"adm006";"Wahana";"4"
"odr16612";"2020-06-02";"16:22:49";"user185";"0555-0572";"prod_004";16;6;3760000.0;720000.0;"Semarang";"Instagram";"adm001";"Shopee Express";"3"
"odr16614";"2020-06-14";"06:12:10";"user267";"68258-6042";"prod_006";1;10;22500.0;10500.0;"Bogor";"Website";"adm005";"Wahana";"4"
"odr16615";"2020-06-16";"15:52:43";"user295";"52000-001";"prod_005";10;16;966000.0;16000.0;"Depok";"Lazada";"adm002";"Tiki";"2"
"odr16616";"2020-06-26";"04:39:02";"user344";"55550-102";"prod_003";3;0;375000.0;120000.0;"Bali";"FB Marketplace";"adm007";"SiCepat";"5"
"odr16617";"2020-06-03";"16:00:08";"user904";"48407-0070";"prod_007";5;0;550000.0;125000.0;"Bali";"Whatsapp";"adm002";"unknown";"4"
"odr16618";"2020-06-18";"01:34:22";"user1006";"64725-6044";"prod_003";18;0;2250000.0;720000.0;"Bali";"Shopee";"adm007";"Wahana";"4"
"odr16619";"2020-06-15";"11:04:13";"user118";"54868-0337";"prod_005";16;16;1545600.0;25600.0;"Semarang";"Whatsapp";"adm005";"JNT";"1"
"odr1662";"2018-03-27";"23:26:31";"user129";"0280-2605";"prod_002";12;22;187200.0;7200.0;"Bali";"Tiktok";"adm001";"JNT";"3"
"odr16620";"2020-06-09";"11:24:24";"user188";"0008-0841";"prod_004";18;11;4005000.0;585000.0;"Bali";"Whatsapp";"adm002";"Tiki";"1"
"odr16621";"2020-06-19";"22:15:29";"user772";"26550-001";"prod_002";2;0;40000.0;10000.0;"Tangerang";"Lazada";"adm004";"JNT";"5"
"odr16623";"2020-06-11";"06:29:03";"user1001";"13107-055";"prod_003";24;12;2640000.0;600000.0;"Tangerang";"Website";"adm001";"JNE";"5"
"odr16624";"2020-06-07";"04:09:48";"user799";"65044-0855";"prod_004";21;18;4305000.0;315000.0;"Depok";"Tiktok";"adm004";"Shopee Express";"4"
"odr16625";"2020-06-27";"04:52:36";"user223";"41163-386";"prod_004";12;19;2430000.0;150000.0;"Depok";"Shopee";"adm002";"POS Indonesia";"4"
"odr16626";"2020-06-19";"06:37:41";"user889";"0363-0829";"prod_005";15;0;1725000.0;300000.0;"Bandung";"Shopee";"adm007";"Tiki";"3"
"odr16627";"2020-06-25";"06:49:11";"user722";"50114-5115";"prod_001";22;22;1458600.0;358600.0;"Yogyakarta";"Tokopedia";"adm004";"JNT";"2"
"odr16628";"2020-06-03";"23:33:20";"user167";"64117-264";"prod_007";15;0;1650000.0;375000.0;"Depok";"Tokopedia";"adm004";"Tiki";"5"
"odr16629";"2020-06-24";"04:26:00";"user713";"0135-0508";"prod_005";17;0;1955000.0;340000.0;"Bali";"FB Marketplace";"adm004";"JNT";"4"
"odr16630";"2020-06-02";"00:47:00";"user078";"0168-0126";"prod_007";5;0;550000.0;125000.0;"Jakarta";"Lazada";"adm006";"unknown";"2"
"odr16631";"2020-06-05";"16:30:06";"user216";"68828-194";"prod_001";13;14;950300.0;300300.0;"Semarang";"Tiktok";"adm004";"Tiki";"3"
"odr16632";"2020-06-10";"01:27:33";"user627";"65044-2216";"prod_002";6;5;114000.0;24000.0;"Jakarta";"FB Marketplace";"adm005";"POS Indonesia";"1"
"odr16634";"2020-06-07";"18:31:28";"user660";"53808-0831";"prod_004";6;7;1395000.0;255000.0;"Jakarta";"Shopee";"adm006";"JNT";"5"
"odr16635";"2020-06-06";"02:05:04";"user874";"0615-7559";"prod_007";24;23;2032800.0;-7200.0;"Semarang";"Tokopedia";"adm007";"POS Indonesia";"1"
"odr16637";"2020-06-29";"13:24:20";"user1080";"57237-061";"prod_005";22;27;1846900.0;-243100.0;"Bandung";"Whatsapp";"adm006";"Wahana";"3"
"odr16638";"2020-06-22";"18:35:59";"user725";"43596-0018";"prod_001";7;18;487900.0;137900.0;"Bogor";"Tokopedia";"adm003";"Wahana";"1"
"odr16639";"2020-06-19";"23:19:34";"user632";"51285-367";"prod_002";11;34;145200.0;-19800.0;"Depok";"FB Marketplace";"adm001";"unknown";"3"
"odr1664";"2018-03-13";"22:47:34";"user013";"35000-626";"prod_007";12;0;1320000.0;300000.0;"Bali";"Shopee";"adm001";"JNT";"4"
"odr16640";"2020-06-03";"18:08:49";"user1008";"55346-0418";"prod_005";20;31;1587000.0;-313000.0;"Bandung";"Website";"adm001";"JNT";"2"
"odr16641";"2020-06-14";"01:42:37";"user262";"51486-002";"prod_004";23;31;3967500.0;-402500.0;"Semarang";"Instagram";"adm002";"JNT";"2"
"odr16643";"2020-06-15";"04:10:17";"user487";"52125-275";"prod_004";3;20;600000.0;30000.0;"Bogor";"Website";"adm004";"SiCepat";"2"
"odr16644";"2020-06-21";"16:17:16";"user856";"63801-107";"prod_003";19;27;1733750.0;118750.0;"Jakarta";"FB Marketplace";"adm001";"Wahana";"2"
"odr16645";"2020-06-06";"04:08:47";"user425";"68382-095";"prod_005";4;5;437000.0;57000.0;"Semarang";"Whatsapp";"adm003";"Shopee Express";"2"
"odr16646";"2020-06-25";"23:46:22";"user646";"65841-098";"prod_001";12;9;928200.0;328200.0;"Yogyakarta";"Instagram";"adm007";"Shopee Express";"1"
"odr16647";"2020-06-19";"03:18:20";"user541";"59779-707";"prod_005";21;0;2415000.0;420000.0;"Tangerang";"Instagram";"adm002";"JNE";"3"
"odr16648";"2020-06-07";"22:50:42";"user834";"63868-100";"prod_003";20;0;2500000.0;800000.0;"Semarang";"Whatsapp";"adm005";"POS Indonesia";"1"
"odr16649";"2020-06-08";"20:55:54";"user701";"12634-111";"prod_003";11;21;1086250.0;151250.0;"Yogyakarta";"Whatsapp";"adm005";"JNE";"5"
"odr1665";"2018-03-15";"07:15:48";"user914";"49288-0060";"prod_004";9;19;1822500.0;112500.0;"Yogyakarta";"Whatsapp";"adm001";"JNT";"5"
"odr16650";"2020-06-14";"04:25:49";"user752";"14783-206";"prod_001";14;0;1190000.0;490000.0;"Bandung";"Tiktok";"adm001";"Wahana";"5"
"odr16651";"2020-06-11";"21:34:42";"user091";"35356-701";"prod_005";17;0;1955000.0;340000.0;"Semarang";"Tokopedia";"adm001";"JNE";"1"
"odr16652";"2020-06-16";"07:14:26";"user216";"50802-001";"prod_001";15;0;1275000.0;525000.0;"Depok";"Lazada";"adm002";"unknown";"2"
"odr16653";"2020-06-12";"03:36:42";"user969";"52125-250";"prod_007";5;0;550000.0;125000.0;"Yogyakarta";"FB Marketplace";"adm007";"Tiki";"2"
"odr16654";"2020-06-05";"01:37:06";"user802";"0485-0155";"prod_007";2;0;220000.0;50000.0;"Bali";"Lazada";"adm001";"SiCepat";"4"
"odr16655";"2020-06-28";"12:14:43";"user265";"60681-5601";"prod_001";12;7;948600.0;348600.0;"Bandung";"FB Marketplace";"adm006";"Wahana";"1"
"odr16656";"2020-06-21";"09:17:18";"user937";"41163-915";"prod_001";2;11;151300.0;51300.0;"Bandung";"FB Marketplace";"adm003";"Wahana";"4"
"odr16657";"2020-06-27";"02:07:20";"user297";"31645-163";"prod_002";24;0;480000.0;120000.0;"Tangerang";"Shopee";"adm003";"JNT";"2"
"odr16658";"2020-06-27";"07:48:16";"user310";"61096-0005";"prod_007";10;0;1100000.0;250000.0;"Semarang";"Tokopedia";"adm007";"SiCepat";"4"
"odr16659";"2020-06-20";"22:25:55";"user257";"60429-236";"prod_005";21;0;2415000.0;420000.0;"Semarang";"Website";"adm002";"Tiki";"4"
"odr1666";"2018-03-29";"02:50:40";"user245";"68308-326";"prod_003";1;32;85000.0;0.0;"Jakarta";"Whatsapp";"adm002";"JNT";"2"
"odr16660";"2020-06-20";"13:32:49";"user846";"49349-613";"prod_005";17;0;1955000.0;340000.0;"Yogyakarta";"FB Marketplace";"adm007";"SiCepat";"5"
"odr16661";"2020-06-29";"09:39:19";"user442";"21695-301";"prod_001";12;0;1020000.0;420000.0;"Depok";"FB Marketplace";"adm007";"POS Indonesia";"4"
"odr16662";"2020-06-22";"16:20:55";"user364";"10337-815";"prod_002";23;34;303600.0;-41400.0;"Jakarta";"FB Marketplace";"adm004";"SiCepat";"5"
"odr16664";"2020-06-09";"18:03:31";"user596";"61504-033";"prod_005";8;0;920000.0;160000.0;"Yogyakarta";"Lazada";"adm007";"Wahana";"1"
"odr16665";"2020-06-22";"02:01:39";"user597";"61919-478";"prod_002";4;13;69600.0;9600.0;"Tangerang";"FB Marketplace";"adm005";"SiCepat";"2"
"odr16666";"2020-06-09";"21:41:09";"user602";"60760-061";"prod_007";7;15;654500.0;59500.0;"Depok";"Website";"adm007";"JNE";"3"
"odr16667";"2020-06-16";"14:26:55";"user593";"54868-4807";"prod_003";2;6;235000.0;65000.0;"Yogyakarta";"Instagram";"adm005";"SiCepat";"2"
"odr16668";"2020-06-28";"02:35:45";"user396";"49708-145";"prod_002";18;10;324000.0;54000.0;"Depok";"Tiktok";"adm006";"Shopee Express";"1"
"odr16669";"2020-06-11";"13:33:12";"user965";"42549-627";"prod_004";15;0;3750000.0;900000.0;"Depok";"Lazada";"adm007";"POS Indonesia";"2"
"odr1667";"2018-03-22";"17:25:23";"user588";"53113-102";"prod_001";5;0;425000.0;175000.0;"Depok";"Website";"adm001";"Wahana";"4"
"odr16670";"2020-06-09";"12:13:56";"user064";"35000-856";"prod_001";20;0;1700000.0;700000.0;"Yogyakarta";"Tokopedia";"adm005";"POS Indonesia";"4"
"odr16671";"2020-06-14";"05:16:37";"user814";"64942-1048";"prod_003";2;0;250000.0;80000.0;"Bali";"Tiktok";"adm003";"Shopee Express";"2"
"odr16672";"2020-06-06";"22:13:18";"user948";"58977-001";"prod_004";18;22;3510000.0;90000.0;"Semarang";"Website";"adm003";"JNE";"4"
"odr16673";"2020-06-11";"19:23:26";"user1185";"43846-0034";"prod_002";1;9;18200.0;3200.0;"Bandung";"Tiktok";"adm005";"Tiki";"5"
"odr16674";"2020-06-18";"14:04:20";"user358";"63629-2626";"prod_003";9;23;866250.0;101250.0;"Semarang";"Tokopedia";"adm002";"Tiki";"3"
"odr16675";"2020-06-17";"21:01:11";"user255";"44873-005";"prod_003";5;19;506250.0;81250.0;"Semarang";"Shopee";"adm003";"Wahana";"1"
"odr16676";"2020-06-24";"09:54:02";"user542";"0781-1436";"prod_007";19;0;2090000.0;475000.0;"Jakarta";"Tokopedia";"adm005";"Shopee Express";"4"
"odr16677";"2020-06-11";"18:59:09";"user151";"67296-0271";"prod_003";17;0;2125000.0;680000.0;"Bali";"Lazada";"adm006";"Tiki";"4"
"odr16678";"2020-06-09";"17:26:10";"user704";"0025-1851";"prod_005";22;22;1973400.0;-116600.0;"Tangerang";"Tiktok";"adm006";"unknown";"2"
"odr16679";"2020-06-07";"14:02:17";"user064";"49035-447";"prod_004";6;18;1230000.0;90000.0;"Jakarta";"Whatsapp";"adm001";"unknown";"5"
"odr1668";"2018-03-13";"07:27:28";"user526";"36800-244";"prod_007";22;0;2420000.0;550000.0;"Semarang";"Tiktok";"adm002";"POS Indonesia";"4"
"odr16680";"2020-06-14";"12:55:07";"user813";"64380-716";"prod_007";17;34;1234200.0;-210800.0;"Jakarta";"Lazada";"adm007";"POS Indonesia";"5"
"odr16681";"2020-06-25";"05:09:58";"user052";"45984-0002";"prod_007";21;0;2310000.0;525000.0;"Jakarta";"Whatsapp";"adm007";"Wahana";"1"
"odr16682";"2020-06-01";"10:28:18";"user550";"49999-593";"prod_007";10;0;1100000.0;250000.0;"Bandung";"Website";"adm007";"Wahana";""
"odr16683";"2020-06-20";"02:22:41";"user384";"62011-0198";"prod_003";17;27;1551250.0;106250.0;"Jakarta";"FB Marketplace";"adm007";"Tiki";""
"odr16684";"2020-06-24";"01:16:25";"user314";"61699-4276";"prod_005";3;23;265650.0;-19350.0;"Tangerang";"Tokopedia";"adm006";"JNT";"1"
